Fault ID,Fault Type,"Fault Location (Latitude, Longitude)",Voltage (V),Current (A),Power Load (MW),Temperature (°C),Wind Speed (km/h),Weather Condition,Maintenance Status,Component Health,Duration of Fault (hrs),Down time (hrs)
F205,Overheating,"(34.4771, -118.066)",2244.0,241.0,46.0,31.0,20.0,Rainy,Completed,Overheated,2.7,7.0
F206,Line Breakage,"(34.7443, -118.4384)",1830.0,183.0,53.0,26.0,30.0,Thunderstorm,Completed,Normal,3.8,3.0
F207,Overheating,"(34.4603, -118.3782)",1945.0,227.0,45.0,36.0,28.0,Clear,Completed,Faulty,3.7,4.1
F208,Overheating,"(34.7793, -118.2713)",2089.0,244.0,46.0,24.0,22.0,Snowy,Pending,Overheated,3.8,5.3
F209,Transformer Failure,"(34.144, -118.2379)",1900.0,191.0,54.0,32.0,18.0,Windstorm,Scheduled,Normal,2.2,1.1
F210,Line Breakage,"(34.1945, -118.4307)",2013.0,199.0,51.0,37.0,28.0,Snowy,Scheduled,Normal,6.0,2.0
F211,Line Breakage,"(34.2655, -118.5173)",1833.0,208.0,52.0,25.0,25.0,Clear,Scheduled,Overheated,3.8,6.4
F212,Overheating,"(34.7279, -118.6279)",2040.0,213.0,54.0,37.0,27.0,Snowy,Pending,Overheated,3.3,1.9
F213,Overheating,"(34.8354, -118.4102)",2149.0,215.0,54.0,27.0,17.0,Clear,Completed,Faulty,3.1,6.6
F214,Transformer Failure,"(34.4989, -118.2757)",2007.0,186.0,54.0,29.0,18.0,Clear,Scheduled,Overheated,2.9,5.7
F215,Line Breakage,"(34.4643, -118.8467)",1850.0,249.0,53.0,31.0,23.0,Windstorm,Completed,Overheated,3.3,1.5
F216,Line Breakage,"(34.6231, -118.0515)",2139.0,188.0,50.0,21.0,23.0,Windstorm,Completed,Normal,3.7,6.9
F217,Transformer Failure,"(34.9376, -118.8818)",1920.0,242.0,52.0,32.0,28.0,Rainy,Completed,Faulty,5.4,2.7
F218,Overheating,"(34.8045, -118.6639)",2106.0,221.0,54.0,32.0,12.0,Clear,Scheduled,Normal,5.2,1.1
F219,Overheating,"(34.4285, -118.1034)",2278.0,199.0,45.0,20.0,25.0,Rainy,Scheduled,Normal,3.2,6.1
F220,Overheating,"(34.6857, -118.1732)",1982.0,191.0,45.0,25.0,19.0,Snowy,Scheduled,Normal,6.0,1.5
F221,Line Breakage,"(34.6144, -118.1786)",1898.0,201.0,51.0,35.0,13.0,Snowy,Pending,Faulty,4.5,4.2
F222,Overheating,"(34.2844, -118.9351)",2110.0,213.0,47.0,40.0,26.0,Clear,Completed,Overheated,2.9,2.7
F223,Transformer Failure,"(34.8522, -118.335)",2155.0,240.0,52.0,31.0,26.0,Snowy,Completed,Overheated,4.8,3.4
F224,Line Breakage,"(34.7943, -118.1529)",2141.0,221.0,48.0,27.0,24.0,Rainy,Pending,Normal,2.1,1.4
F225,Line Breakage,"(34.1477, -118.0018)",1864.0,199.0,46.0,29.0,20.0,Snowy,Pending,Normal,4.9,3.6
F226,Line Breakage,"(34.9299, -118.3317)",2143.0,250.0,54.0,29.0,16.0,Windstorm,Pending,Normal,3.5,3.3
F227,Transformer Failure,"(34.0661, -118.9686)",2236.0,212.0,51.0,25.0,25.0,Windstorm,Pending,Faulty,5.1,6.2
F228,Transformer Failure,"(34.1329, -118.6731)",2294.0,234.0,55.0,30.0,28.0,Rainy,Scheduled,Normal,5.8,3.5
F229,Transformer Failure,"(34.8755, -118.6654)",1821.0,197.0,48.0,36.0,29.0,Windstorm,Completed,Normal,4.9,3.5
F230,Line Breakage,"(34.6315, -118.2886)",2209.0,227.0,50.0,20.0,13.0,Windstorm,Pending,Normal,2.8,3.0
F231,Overheating,"(34.8578, -118.2559)",1940.0,247.0,51.0,36.0,28.0,Thunderstorm,Pending,Normal,3.7,6.7
F232,Line Breakage,"(34.455, -118.2809)",2080.0,217.0,53.0,34.0,11.0,Snowy,Completed,Normal,3.6,4.8
F233,Line Breakage,"(34.4745, -118.1218)",2275.0,239.0,54.0,38.0,17.0,Snowy,Pending,Normal,3.8,2.8
F234,Overheating,"(34.8522, -118.1833)",2142.0,212.0,51.0,28.0,10.0,Thunderstorm,Scheduled,Normal,2.9,5.9
F235,Line Breakage,"(34.397, -118.57)",2290.0,189.0,49.0,37.0,27.0,Windstorm,Scheduled,Overheated,5.5,5.4
F236,Overheating,"(34.788, -118.2311)",2139.0,186.0,52.0,38.0,16.0,Thunderstorm,Pending,Overheated,3.2,1.7
F237,Line Breakage,"(34.9256, -118.611)",2171.0,222.0,47.0,37.0,30.0,Rainy,Scheduled,Overheated,3.7,3.0
F238,Line Breakage,"(34.9466, -118.9793)",1866.0,213.0,47.0,29.0,18.0,Windstorm,Scheduled,Faulty,2.8,2.0
F239,Line Breakage,"(34.7651, -118.7112)",2077.0,250.0,55.0,22.0,12.0,Rainy,Scheduled,Normal,5.8,1.4
F240,Transformer Failure,"(34.9651, -118.8866)",2031.0,223.0,46.0,36.0,27.0,Windstorm,Pending,Normal,3.9,4.7
F241,Line Breakage,"(34.3563, -118.908)",1890.0,229.0,48.0,37.0,18.0,Clear,Pending,Normal,6.0,2.0
F242,Transformer Failure,"(34.1603, -118.1848)",2073.0,204.0,52.0,40.0,21.0,Clear,Completed,Faulty,5.2,3.6
F243,Overheating,"(34.7759, -118.5975)",1885.0,204.0,54.0,40.0,25.0,Thunderstorm,Pending,Overheated,2.3,7.0
F244,Line Breakage,"(34.8345, -118.0662)",2199.0,243.0,53.0,34.0,22.0,Snowy,Pending,Faulty,2.8,1.3
F245,Transformer Failure,"(34.1881, -118.4291)",1808.0,227.0,55.0,30.0,23.0,Clear,Completed,Faulty,2.3,6.1
F246,Overheating,"(34.5205, -118.2339)",2103.0,197.0,52.0,35.0,27.0,Thunderstorm,Pending,Faulty,2.5,5.9
F247,Overheating,"(34.3171, -118.6879)",2220.0,234.0,49.0,21.0,13.0,Clear,Completed,Overheated,5.9,1.8
F248,Transformer Failure,"(34.8157, -118.0007)",1943.0,223.0,51.0,22.0,26.0,Snowy,Scheduled,Faulty,3.2,2.8
F249,Line Breakage,"(34.0261, -118.7148)",1894.0,191.0,47.0,36.0,29.0,Thunderstorm,Scheduled,Faulty,2.5,6.8
F250,Transformer Failure,"(34.3183, -118.8763)",2095.0,207.0,54.0,22.0,17.0,Clear,Completed,Faulty,5.4,4.3
F251,Overheating,"(34.913, -118.9203)",2164.0,250.0,54.0,37.0,19.0,Thunderstorm,Pending,Faulty,2.4,3.4
F252,Line Breakage,"(34.3119, -118.122)",1847.0,222.0,49.0,21.0,14.0,Clear,Scheduled,Overheated,2.0,6.3
F253,Line Breakage,"(34.4692, -118.6389)",2077.0,193.0,49.0,25.0,28.0,Thunderstorm,Scheduled,Normal,3.3,2.1
F254,Overheating,"(34.7007, -118.8961)",2215.0,182.0,52.0,26.0,14.0,Rainy,Pending,Overheated,4.0,6.9
F255,Line Breakage,"(34.6814, -118.1249)",2095.0,204.0,52.0,37.0,17.0,Clear,Completed,Normal,4.5,3.3
F256,Overheating,"(34.2927, -118.8638)",2298.0,232.0,54.0,29.0,18.0,Rainy,Pending,Normal,4.8,2.5
F257,Overheating,"(34.4977, -118.0222)",2007.0,204.0,49.0,24.0,28.0,Rainy,Pending,Overheated,2.5,5.0
F258,Line Breakage,"(34.7111, -118.7691)",1927.0,185.0,46.0,32.0,14.0,Rainy,Completed,Normal,4.3,4.9
F259,Overheating,"(34.1108, -118.3038)",2011.0,193.0,50.0,26.0,24.0,Rainy,Scheduled,Overheated,4.6,1.7
F260,Transformer Failure,"(34.3251, -118.5889)",2137.0,246.0,55.0,28.0,24.0,Rainy,Pending,Normal,2.8,3.1
F261,Overheating,"(34.8581, -118.3377)",2050.0,242.0,49.0,33.0,11.0,Snowy,Scheduled,Faulty,3.9,1.4
F262,Line Breakage,"(34.7483, -118.4757)",1904.0,232.0,46.0,29.0,14.0,Snowy,Completed,Normal,3.7,1.1
F263,Overheating,"(34.0653, -118.5456)",1955.0,208.0,52.0,26.0,18.0,Windstorm,Completed,Faulty,2.6,2.3
F264,Line Breakage,"(34.0171, -118.7656)",2048.0,229.0,48.0,37.0,26.0,Rainy,Scheduled,Faulty,4.9,4.1
F265,Overheating,"(34.0988, -118.138)",2064.0,219.0,51.0,20.0,12.0,Thunderstorm,Scheduled,Normal,5.6,2.5
F266,Line Breakage,"(34.7577, -118.3316)",2084.0,247.0,47.0,40.0,25.0,Thunderstorm,Scheduled,Normal,5.8,3.0
F267,Overheating,"(34.7697, -118.5803)",1974.0,180.0,52.0,26.0,15.0,Clear,Pending,Faulty,4.9,3.5
F268,Overheating,"(34.8046, -118.4138)",2121.0,231.0,55.0,39.0,28.0,Thunderstorm,Completed,Normal,3.5,4.7
F269,Line Breakage,"(34.3247, -118.1422)",1982.0,240.0,48.0,37.0,20.0,Windstorm,Scheduled,Faulty,5.8,1.1
F270,Line Breakage,"(34.1032, -118.1041)",1918.0,232.0,45.0,26.0,24.0,Windstorm,Pending,Overheated,2.3,5.1
F271,Overheating,"(34.4413, -118.8643)",2177.0,207.0,48.0,31.0,13.0,Clear,Completed,Normal,5.7,3.5
F272,Transformer Failure,"(34.643, -118.1102)",2257.0,206.0,46.0,30.0,17.0,Thunderstorm,Scheduled,Normal,5.2,5.7
F273,Overheating,"(34.7464, -118.0617)",1923.0,185.0,52.0,28.0,27.0,Rainy,Pending,Overheated,4.9,6.6
F274,Transformer Failure,"(34.8171, -118.7836)",2010.0,222.0,46.0,22.0,26.0,Thunderstorm,Scheduled,Overheated,3.1,3.6
F275,Transformer Failure,"(34.9347, -118.2467)",2084.0,201.0,45.0,23.0,30.0,Thunderstorm,Scheduled,Overheated,3.1,2.0
F276,Line Breakage,"(34.2342, -118.9548)",1891.0,205.0,48.0,26.0,14.0,Snowy,Completed,Normal,4.6,2.4
F277,Line Breakage,"(34.0315, -118.2743)",2170.0,206.0,50.0,40.0,19.0,Windstorm,Scheduled,Overheated,2.3,6.4
F278,Transformer Failure,"(34.3781, -118.8286)",1817.0,248.0,47.0,33.0,13.0,Clear,Scheduled,Normal,2.3,3.5
F279,Transformer Failure,"(34.2293, -118.1874)",1936.0,246.0,53.0,36.0,28.0,Thunderstorm,Completed,Faulty,2.6,7.0
F280,Overheating,"(34.6605, -118.7844)",2029.0,234.0,47.0,39.0,24.0,Snowy,Completed,Faulty,4.4,6.6
F281,Line Breakage,"(34.1963, -118.7045)",2195.0,248.0,52.0,22.0,28.0,Clear,Pending,Normal,5.6,2.4
F282,Overheating,"(34.5335, -118.1428)",2086.0,241.0,51.0,40.0,28.0,Rainy,Scheduled,Overheated,2.7,6.3
F283,Line Breakage,"(34.2405, -118.9492)",2239.0,249.0,46.0,27.0,27.0,Thunderstorm,Scheduled,Faulty,4.1,1.6
F284,Transformer Failure,"(34.3321, -118.8638)",1891.0,185.0,51.0,35.0,16.0,Rainy,Scheduled,Overheated,4.5,4.1
F285,Overheating,"(34.4423, -118.5779)",2124.0,249.0,46.0,30.0,24.0,Rainy,Pending,Faulty,6.0,3.0
F286,Line Breakage,"(34.7655, -118.22)",2196.0,183.0,45.0,22.0,20.0,Rainy,Pending,Overheated,4.3,1.5
F287,Line Breakage,"(34.4808, -118.1946)",2024.0,248.0,55.0,31.0,11.0,Thunderstorm,Scheduled,Overheated,2.6,3.1
F288,Transformer Failure,"(34.6722, -118.2053)",2058.0,217.0,49.0,28.0,15.0,Clear,Pending,Normal,4.4,4.5
F289,Transformer Failure,"(34.2872, -118.4778)",2193.0,189.0,47.0,25.0,19.0,Thunderstorm,Pending,Normal,3.3,3.8
F290,Overheating,"(34.4347, -118.9737)",2106.0,186.0,45.0,28.0,17.0,Windstorm,Completed,Overheated,3.4,3.2
F291,Overheating,"(34.2751, -118.85)",1993.0,195.0,48.0,33.0,14.0,Snowy,Pending,Normal,6.0,3.2
F292,Line Breakage,"(34.3662, -118.1784)",2201.0,228.0,45.0,37.0,11.0,Windstorm,Scheduled,Faulty,2.8,3.5
F293,Overheating,"(34.5583, -118.3819)",2202.0,182.0,54.0,40.0,26.0,Rainy,Scheduled,Normal,2.2,5.8
F294,Line Breakage,"(34.8653, -118.7472)",2070.0,195.0,53.0,36.0,10.0,Snowy,Pending,Overheated,3.0,6.1
F295,Line Breakage,"(34.5475, -118.5264)",2250.0,211.0,53.0,26.0,22.0,Rainy,Pending,Overheated,2.3,2.6
F296,Line Breakage,"(34.673, -118.8585)",2004.0,217.0,47.0,36.0,28.0,Snowy,Completed,Faulty,2.6,2.5
F297,Transformer Failure,"(34.7565, -118.8695)",2169.0,247.0,51.0,26.0,13.0,Snowy,Completed,Normal,3.8,1.2
F298,Transformer Failure,"(34.2916, -118.0178)",1999.0,200.0,50.0,31.0,19.0,Clear,Scheduled,Faulty,5.2,5.3
F299,Transformer Failure,"(34.3399, -118.3168)",1950.0,204.0,45.0,22.0,25.0,Windstorm,Completed,Faulty,5.2,6.2
F300,Overheating,"(34.5757, -118.1853)",2058.0,182.0,48.0,23.0,21.0,Rainy,Pending,Overheated,4.0,2.1
F301,Transformer Failure,"(34.3316, -118.0275)",2038.0,187.0,55.0,30.0,11.0,Snowy,Pending,Overheated,2.2,6.1
F302,Line Breakage,"(34.2046, -118.7839)",2296.0,225.0,48.0,36.0,18.0,Thunderstorm,Completed,Overheated,2.5,5.4
F303,Line Breakage,"(34.8059, -118.9099)",2164.0,238.0,53.0,34.0,13.0,Thunderstorm,Scheduled,Overheated,5.9,2.4
F304,Line Breakage,"(34.6309, -118.802)",1910.0,197.0,51.0,40.0,20.0,Rainy,Scheduled,Faulty,5.4,5.3
F305,Line Breakage,"(34.9181, -118.3881)",2058.0,243.0,50.0,32.0,13.0,Windstorm,Pending,Faulty,5.1,5.3
F306,Overheating,"(34.8918, -118.9893)",1894.0,206.0,45.0,20.0,28.0,Clear,Completed,Faulty,2.4,1.8
F307,Overheating,"(34.5239, -118.9869)",2152.0,228.0,50.0,35.0,30.0,Windstorm,Completed,Overheated,3.1,6.9
F308,Line Breakage,"(34.9604, -118.0921)",2269.0,180.0,54.0,26.0,22.0,Snowy,Pending,Faulty,2.5,1.3
F309,Transformer Failure,"(34.6037, -118.1915)",2245.0,247.0,55.0,38.0,19.0,Clear,Pending,Faulty,2.9,3.4
F310,Transformer Failure,"(34.343, -118.9736)",1871.0,232.0,48.0,25.0,15.0,Rainy,Pending,Overheated,4.0,1.4
F311,Transformer Failure,"(34.275, -118.6623)",1839.0,191.0,49.0,21.0,19.0,Rainy,Pending,Overheated,3.6,5.5
F312,Transformer Failure,"(34.6305, -118.222)",1972.0,210.0,52.0,32.0,23.0,Windstorm,Pending,Normal,4.1,1.6
F313,Overheating,"(34.1288, -118.2197)",1809.0,185.0,48.0,21.0,26.0,Rainy,Completed,Faulty,3.6,4.6
F314,Line Breakage,"(34.3863, -118.3151)",1837.0,221.0,48.0,23.0,15.0,Rainy,Completed,Faulty,3.4,5.9
F315,Overheating,"(34.5503, -118.5638)",1855.0,242.0,55.0,35.0,23.0,Thunderstorm,Pending,Normal,4.5,6.9
F316,Transformer Failure,"(34.2904, -118.0369)",1859.0,210.0,49.0,37.0,10.0,Thunderstorm,Completed,Normal,3.4,2.4
F317,Overheating,"(34.9127, -118.2633)",2070.0,197.0,51.0,21.0,16.0,Rainy,Pending,Faulty,4.5,1.7
F318,Line Breakage,"(34.667, -118.5485)",2155.0,182.0,54.0,21.0,26.0,Snowy,Pending,Overheated,4.8,5.8
F319,Transformer Failure,"(34.5741, -118.065)",2165.0,237.0,49.0,38.0,15.0,Windstorm,Pending,Overheated,4.3,6.7
F320,Transformer Failure,"(34.7666, -118.4273)",1992.0,217.0,53.0,40.0,29.0,Thunderstorm,Pending,Overheated,4.7,5.6
F321,Transformer Failure,"(34.0897, -118.4778)",1874.0,248.0,50.0,38.0,22.0,Thunderstorm,Scheduled,Normal,3.3,1.6
F322,Line Breakage,"(34.7723, -118.1127)",2091.0,204.0,47.0,26.0,13.0,Rainy,Scheduled,Faulty,5.1,5.7
F323,Transformer Failure,"(34.4042, -118.4402)",2280.0,187.0,51.0,39.0,10.0,Thunderstorm,Completed,Normal,3.6,1.7
F324,Transformer Failure,"(34.9723, -118.9695)",2026.0,202.0,48.0,29.0,27.0,Rainy,Pending,Overheated,2.9,5.0
F325,Overheating,"(34.9079, -118.3498)",2260.0,246.0,47.0,37.0,10.0,Snowy,Scheduled,Faulty,5.8,6.3
F326,Line Breakage,"(34.9816, -118.0978)",2089.0,235.0,50.0,20.0,27.0,Rainy,Completed,Overheated,5.1,4.3
F327,Line Breakage,"(34.4341, -118.734)",2201.0,250.0,51.0,38.0,22.0,Snowy,Completed,Overheated,2.3,6.0
F328,Line Breakage,"(34.5618, -118.1913)",1850.0,198.0,48.0,36.0,20.0,Thunderstorm,Completed,Normal,3.0,2.2
F329,Transformer Failure,"(34.3987, -118.851)",2100.0,219.0,53.0,28.0,30.0,Clear,Scheduled,Normal,3.9,2.3
F330,Line Breakage,"(34.6677, -118.4861)",2107.0,230.0,51.0,22.0,11.0,Clear,Completed,Overheated,2.8,1.5
F331,Line Breakage,"(34.8143, -118.6652)",2296.0,183.0,45.0,22.0,22.0,Thunderstorm,Scheduled,Overheated,4.6,1.5
F332,Overheating,"(34.6065, -118.1422)",1964.0,186.0,52.0,33.0,15.0,Thunderstorm,Scheduled,Overheated,5.8,4.9
F333,Overheating,"(34.1436, -118.27)",1912.0,215.0,49.0,20.0,25.0,Windstorm,Completed,Overheated,3.1,2.0
F334,Overheating,"(34.9429, -118.1146)",2171.0,231.0,51.0,24.0,29.0,Rainy,Completed,Normal,4.2,1.6
F335,Transformer Failure,"(34.725, -118.174)",2272.0,229.0,45.0,25.0,28.0,Thunderstorm,Scheduled,Faulty,2.1,6.6
F336,Overheating,"(34.5335, -118.9328)",1899.0,205.0,48.0,34.0,17.0,Clear,Scheduled,Faulty,3.4,6.6
F337,Line Breakage,"(34.3447, -118.039)",1855.0,239.0,53.0,22.0,24.0,Clear,Scheduled,Normal,4.7,1.5
F338,Line Breakage,"(34.0005, -118.8874)",2184.0,234.0,48.0,36.0,20.0,Rainy,Completed,Faulty,4.2,6.9
F339,Transformer Failure,"(34.1213, -118.7817)",1838.0,249.0,49.0,29.0,18.0,Thunderstorm,Scheduled,Overheated,5.8,6.2
F340,Transformer Failure,"(34.0478, -118.1359)",1950.0,245.0,45.0,23.0,23.0,Snowy,Completed,Normal,2.9,2.2
F341,Transformer Failure,"(34.832, -118.6016)",2073.0,193.0,47.0,34.0,25.0,Thunderstorm,Scheduled,Normal,2.3,6.0
F342,Overheating,"(34.0923, -118.5084)",2220.0,248.0,47.0,23.0,30.0,Rainy,Completed,Overheated,5.7,3.5
F343,Overheating,"(34.5461, -118.2655)",2051.0,236.0,48.0,33.0,17.0,Thunderstorm,Scheduled,Normal,5.4,2.1
F344,Overheating,"(34.9959, -118.5916)",1973.0,209.0,54.0,34.0,10.0,Windstorm,Pending,Overheated,4.2,4.8
F345,Transformer Failure,"(34.6807, -118.0055)",2032.0,241.0,45.0,32.0,25.0,Rainy,Completed,Overheated,5.1,1.9
F346,Line Breakage,"(34.3651, -118.9977)",2076.0,198.0,46.0,25.0,15.0,Rainy,Pending,Faulty,3.3,2.0
F347,Transformer Failure,"(34.6787, -118.3404)",1807.0,222.0,53.0,34.0,13.0,Snowy,Completed,Overheated,2.6,1.4
F348,Overheating,"(34.7701, -118.8258)",2092.0,197.0,50.0,38.0,22.0,Windstorm,Pending,Normal,4.2,4.2
F349,Overheating,"(34.2685, -118.57)",2111.0,249.0,49.0,37.0,10.0,Rainy,Scheduled,Normal,5.4,5.8
F350,Overheating,"(34.6918, -118.7702)",2230.0,249.0,51.0,39.0,18.0,Thunderstorm,Completed,Overheated,2.5,6.3
F351,Transformer Failure,"(34.8461, -118.3903)",2083.0,188.0,55.0,22.0,19.0,Snowy,Completed,Overheated,4.2,3.7
F352,Line Breakage,"(34.6953, -118.5586)",1982.0,202.0,48.0,37.0,22.0,Windstorm,Completed,Faulty,2.8,5.6
F353,Overheating,"(34.1868, -118.0661)",2031.0,215.0,51.0,22.0,29.0,Clear,Pending,Overheated,4.7,3.8
F354,Overheating,"(34.5322, -118.6155)",1876.0,235.0,53.0,35.0,14.0,Rainy,Completed,Overheated,4.3,4.0
F355,Overheating,"(34.0382, -118.3567)",1962.0,247.0,45.0,32.0,30.0,Rainy,Pending,Overheated,5.2,3.2
F356,Overheating,"(34.2693, -118.9701)",2258.0,226.0,51.0,32.0,29.0,Snowy,Pending,Faulty,4.3,1.2
F357,Line Breakage,"(34.1679, -118.1002)",1890.0,223.0,50.0,28.0,18.0,Rainy,Pending,Faulty,3.8,3.4
F358,Line Breakage,"(34.353, -118.1848)",1950.0,203.0,55.0,27.0,30.0,Rainy,Pending,Overheated,5.0,6.1
F359,Transformer Failure,"(34.8303, -118.7778)",2281.0,204.0,53.0,38.0,13.0,Snowy,Completed,Normal,3.0,5.1
F360,Transformer Failure,"(34.1866, -118.2385)",2169.0,241.0,47.0,30.0,22.0,Rainy,Pending,Normal,3.6,4.5
F361,Overheating,"(34.2223, -118.4703)",2200.0,227.0,46.0,27.0,26.0,Clear,Pending,Overheated,3.6,3.2
F362,Overheating,"(34.4896, -118.7372)",1997.0,221.0,45.0,39.0,20.0,Windstorm,Pending,Faulty,5.3,2.3
F363,Line Breakage,"(34.3066, -118.3768)",2249.0,245.0,54.0,22.0,13.0,Windstorm,Pending,Faulty,2.7,2.2
F364,Overheating,"(34.3336, -118.764)",2206.0,184.0,46.0,31.0,16.0,Windstorm,Completed,Normal,3.3,3.7
F365,Transformer Failure,"(34.8276, -118.7977)",1910.0,202.0,50.0,39.0,16.0,Windstorm,Completed,Overheated,5.4,4.1
F366,Line Breakage,"(34.7988, -118.5527)",1962.0,185.0,45.0,39.0,18.0,Rainy,Pending,Overheated,5.2,2.7
F367,Line Breakage,"(34.0352, -118.6461)",2033.0,229.0,54.0,36.0,13.0,Thunderstorm,Pending,Faulty,4.2,4.6
F368,Line Breakage,"(34.7578, -118.9933)",1984.0,196.0,48.0,36.0,26.0,Thunderstorm,Completed,Faulty,2.7,1.8
F369,Transformer Failure,"(34.5574, -118.0871)",2197.0,234.0,51.0,21.0,20.0,Thunderstorm,Pending,Faulty,5.2,3.7
F370,Transformer Failure,"(34.2795, -118.1374)",1870.0,243.0,50.0,36.0,20.0,Snowy,Pending,Overheated,3.4,4.5
F371,Transformer Failure,"(34.7966, -118.6827)",2164.0,216.0,47.0,36.0,14.0,Snowy,Pending,Normal,5.9,5.9
F372,Transformer Failure,"(34.9854, -118.9746)",2277.0,180.0,45.0,21.0,14.0,Snowy,Completed,Overheated,2.9,4.9
F373,Line Breakage,"(34.0727, -118.7636)",2129.0,194.0,50.0,30.0,12.0,Rainy,Scheduled,Faulty,3.4,1.2
F374,Line Breakage,"(34.6334, -118.5743)",2177.0,203.0,55.0,23.0,19.0,Snowy,Completed,Overheated,4.1,3.3
F375,Overheating,"(34.62, -118.2833)",1873.0,243.0,48.0,33.0,24.0,Windstorm,Pending,Faulty,4.6,1.9
F376,Line Breakage,"(34.1297, -118.154)",2178.0,201.0,50.0,29.0,16.0,Clear,Pending,Normal,5.2,2.0
F377,Overheating,"(34.8077, -118.8941)",1868.0,204.0,46.0,24.0,16.0,Thunderstorm,Scheduled,Overheated,2.0,2.8
F378,Line Breakage,"(34.059, -118.2617)",2253.0,191.0,53.0,27.0,23.0,Snowy,Completed,Normal,2.8,4.3
F379,Transformer Failure,"(34.0242, -118.8349)",2041.0,231.0,53.0,22.0,24.0,Rainy,Scheduled,Faulty,3.9,2.9
F380,Overheating,"(34.9733, -118.438)",1936.0,241.0,47.0,32.0,14.0,Thunderstorm,Scheduled,Faulty,2.6,1.5
F381,Overheating,"(34.7419, -118.6176)",2136.0,250.0,48.0,23.0,22.0,Clear,Pending,Normal,4.9,6.8
F382,Overheating,"(34.4688, -118.9367)",2151.0,207.0,48.0,34.0,16.0,Thunderstorm,Pending,Overheated,5.9,6.7
F383,Line Breakage,"(34.3258, -118.8275)",2095.0,207.0,51.0,25.0,13.0,Windstorm,Completed,Overheated,5.4,1.5
F384,Transformer Failure,"(34.2363, -118.4493)",1921.0,201.0,50.0,40.0,21.0,Rainy,Pending,Overheated,2.8,4.3
F385,Transformer Failure,"(34.2668, -118.8778)",2171.0,239.0,52.0,27.0,15.0,Windstorm,Completed,Normal,5.8,4.4
F386,Transformer Failure,"(34.8654, -118.4224)",2287.0,243.0,54.0,23.0,15.0,Windstorm,Pending,Overheated,3.8,2.1
F387,Line Breakage,"(34.4401, -118.8379)",1969.0,211.0,55.0,39.0,24.0,Thunderstorm,Completed,Overheated,2.5,3.9
F388,Transformer Failure,"(34.1383, -118.0488)",2284.0,246.0,48.0,24.0,14.0,Clear,Pending,Normal,2.5,3.2
F389,Overheating,"(34.7906, -118.137)",2080.0,204.0,47.0,21.0,11.0,Snowy,Pending,Faulty,4.4,6.6
F390,Transformer Failure,"(34.5186, -118.4941)",2091.0,236.0,50.0,26.0,21.0,Thunderstorm,Completed,Normal,2.9,4.2
F391,Line Breakage,"(34.7987, -118.0775)",2204.0,185.0,48.0,20.0,18.0,Snowy,Scheduled,Faulty,4.6,5.9
F392,Overheating,"(34.3207, -118.5398)",1977.0,200.0,48.0,38.0,12.0,Clear,Scheduled,Overheated,4.3,5.7
F393,Overheating,"(34.9418, -118.2507)",2139.0,183.0,46.0,29.0,16.0,Windstorm,Completed,Overheated,5.5,4.1
F394,Line Breakage,"(34.6121, -118.8037)",1802.0,233.0,52.0,22.0,16.0,Thunderstorm,Completed,Normal,4.4,1.7
F395,Transformer Failure,"(34.0484, -118.8491)",1877.0,194.0,48.0,25.0,13.0,Windstorm,Completed,Faulty,5.0,1.8
F396,Line Breakage,"(34.6058, -118.254)",1845.0,194.0,46.0,32.0,22.0,Clear,Scheduled,Normal,2.2,4.7
F397,Line Breakage,"(34.4465, -118.277)",2138.0,247.0,52.0,27.0,16.0,Thunderstorm,Pending,Overheated,2.9,2.8
F398,Line Breakage,"(34.4314, -118.6627)",2074.0,181.0,55.0,25.0,24.0,Snowy,Pending,Normal,2.6,5.7
F399,Line Breakage,"(34.1005, -118.7155)",2204.0,230.0,55.0,36.0,14.0,Snowy,Scheduled,Overheated,4.7,6.9
F400,Line Breakage,"(34.5963, -118.6244)",1808.0,204.0,50.0,31.0,22.0,Clear,Pending,Overheated,4.6,5.8
F401,Line Breakage,"(34.7157, -118.4311)",1976.0,196.0,54.0,35.0,10.0,Clear,Scheduled,Faulty,2.5,2.7
F402,Transformer Failure,"(34.9352, -118.4503)",2076.0,226.0,51.0,29.0,14.0,Rainy,Scheduled,Faulty,5.8,6.3
F403,Line Breakage,"(34.0256, -118.0099)",2276.0,186.0,51.0,23.0,21.0,Thunderstorm,Scheduled,Faulty,2.9,4.0
F404,Line Breakage,"(34.1664, -118.3806)",2026.0,190.0,51.0,33.0,28.0,Clear,Completed,Normal,2.5,6.2
F405,Overheating,"(34.6501, -118.0989)",1975.0,220.0,49.0,25.0,30.0,Clear,Scheduled,Overheated,4.8,2.7
F406,Line Breakage,"(34.0586, -118.9831)",1985.0,231.0,52.0,38.0,30.0,Windstorm,Completed,Faulty,5.6,2.8
F407,Line Breakage,"(34.3709, -118.4099)",2198.0,224.0,50.0,29.0,23.0,Rainy,Scheduled,Faulty,3.9,1.6
F408,Transformer Failure,"(34.4617, -118.9973)",1822.0,187.0,46.0,36.0,13.0,Clear,Scheduled,Normal,5.2,5.4
F409,Transformer Failure,"(34.5538, -118.8996)",2004.0,215.0,46.0,35.0,15.0,Windstorm,Pending,Normal,4.2,4.1
F410,Overheating,"(34.6702, -118.5522)",1875.0,183.0,46.0,30.0,11.0,Windstorm,Scheduled,Normal,4.0,3.5
